Module	Section	Sample Name	Source
FastQC	all_sections	SRR3437072_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437072_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437073_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437073_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437064_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437064_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437069_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437069_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437069_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437069_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437073_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437073_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437083_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437083_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437051_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437051_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437079_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437079_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437056_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437056_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437078_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437078_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437070_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437070_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437078_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437078_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437072_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437072_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437061_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437061_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437059_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437059_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437077_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437077_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437084_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437084_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437080_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437080_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437054_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437054_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437081_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437081_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437075_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437075_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437074_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437074_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437063_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437063_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437080_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437080_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437064_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437064_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437053_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437053_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437085_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437085_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437063_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437063_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437067_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437067_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437071_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437071_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437062_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437062_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437066_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437066_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437082_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437082_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437065_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437065_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437056_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437056_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437062_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437062_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437067_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437067_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437079_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437079_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437053_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437053_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437075_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437075_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437082_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437082_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437085_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437085_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437076_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437076_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437087_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437087_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437066_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437066_R1_process1_fastqc.zip
